dealno,north,south,par,ns,nh,nd,nc,np,ss,sh,sd,sc,sp,bid1,bid2,bid3,bid4,bid5,bid6,result,imp
218958, n 765.AJT6.K.AQ643 ,s KQJ832.Q5.QT64.2 ,450,3,4,1,5,14,6,2,4,1,10,1♠,4♠,Pass,no,no,no,450,0
218959, n A985.JT6.A42.AKT ,s KJT643.A74.5.QJ5 ,460,4,3,3,3,16,6,3,1,3,11,3N,Pass,no,no,no,no,460,0
218960, n KJ74.8.AQJT5.KJ7 ,s T5.AK32.8643.864 ,-100,4,1,5,3,15,2,4,4,3,7,2♦,Pass,no,no,no,no,90,5
218961, n KT753.42.KT5.KQ4 ,s 2.AJ865.A83.J976 ,90,5,2,3,3,11,1,5,3,4,10,1♥,Pass,no,no,no,no,80,0
218962, n Q842.3.AK872.KQT ,s AK63.J.Q653.8542 ,450,4,1,5,3,14,4,1,4,4,10,1♠,4♠,Pass,no,no,no,450,0
218963, n 93.A97.A4.A98643 ,s AKQ8652.52.Q2.T5 ,450,2,3,2,6,12,7,2,2,2,11,3N,4♠,Pass,no,no,no,450,0
218964, n AJ32.AQJ3.84.AK7 ,s 94.942.J9765.Q53 ,-90,4,4,2,3,19,2,3,5,3,3,1♥,Pass,no,no,no,no,80,5
218965, n AQJ872.K8.JT5.A2 ,s 953.62.A872.QJ93 ,420,6,2,3,2,15,3,2,4,4,7,3N,4♠,Pass,no,no,no,420,0
218966, n K2.K963.QJ3.Q982 ,s Q84.AT75.AK4.A53 ,460,2,4,3,4,11,3,4,3,3,17,3N,Pass,no,no,no,no,460,0
218967, n AKQ62..AKQ86.KT3 ,s T74.K43.5432.A52 ,800,5,0,5,3,21,3,3,4,3,7,3♦,6♦,Pass,no,no,no,920,3
218968, n A.85.AK92.KJT976 ,s KQ872.KJ.JT5.Q52 ,400,1,2,4,6,15,5,2,3,3,12,3N,5♣,Pass,no,no,no,400,0
218969, n Q653.KT86.AK54.7 ,s JT4.AJ5.Q92.A952 ,420,4,4,4,1,12,3,3,3,4,12,1♠,4♠,Pass,no,no,no,420,0
218970, n A932.AQT975.K2.3 ,s KQJ6.J32.53.JT52 ,100,4,6,2,1,13,4,3,2,4,8,1♥,4♥,Pass,no,no,no,420,8
218971, n J52.AT9.J2.AQ832 ,s AQ84.KJ853.654.6 ,420,3,3,2,5,12,4,5,3,1,10,1♥,4♥,Pass,no,no,no,420,0
218972, n KQ98.KQ65.AJ62.9 ,s 763.J43.Q754.AK2 ,100,4,4,4,1,15,3,3,4,3,10,1N,Pass,no,no,no,no,120,1
218973, n KQ3.QJ84.K4.KJT9 ,s J75.KT6.T872.A62 ,140,3,4,2,4,15,3,3,4,3,8,1♥,Pass,no,no,no,no,140,0
218974, n K4.A52.K86.KQJ85 ,s A6.K63.QJT32.AT6 ,990,2,3,3,5,16,2,3,5,3,14,3N,6N,Pass,no,no,no,990,0
218975, n Q86.AT5.KT83.AJ2 ,s KJ.K86.Q97.KT984 ,460,3,3,4,3,14,2,3,3,5,12,3N,Pass,no,no,no,no,460,0
218976, n AK.Q98653.A3.Q84 ,s Q76.A4.QJT94.K73 ,430,2,6,2,3,15,3,2,5,3,12,3N,Pass,no,no,no,no,430,0
218977, n KQ2.AT974..KQJT8 ,s A9874.Q86.875.74 ,100,3,5,0,5,15,5,3,3,2,6,1♠,4♠,Pass,no,no,no,420,8
218978, n J732.Q8.AQT6.K84 ,s AQ5.AJ943.84.A73 ,430,4,2,4,3,12,3,5,2,3,15,3N,Pass,no,no,no,no,430,0
218979, n J9854.A.AQJ8.A84 ,s K6.T732.964.KQ92 ,110,5,1,4,3,16,2,4,3,4,8,1♠,Pass,no,no,no,no,110,0
218980, n K54.8.KQ52.AQJT9 ,s 82.QJ62.9843.K76 ,-140,3,1,4,5,15,2,4,4,3,6,1♦,Pass,no,no,no,no,70,5
218981, n A4.J54.T842.AK72 ,s QJT3.AK83.3.QT63 ,400,2,3,4,4,12,4,4,1,4,12,3N,5♣,Pass,no,no,no,400,0
218982, n 53.A75.A63.AJ985 ,s AJ9.Q84.Q972.K63 ,300,2,3,3,5,13,3,3,4,3,12,3N,Pass,no,no,no,no,400,3
218983, n 7.A9.KJ432.KJ743 ,s AQ3.J8743.Q6.Q96 ,100,1,2,5,5,12,3,5,2,3,11,1N,Pass,no,no,no,no,120,1
218984, n AQ983.A.J87.K542 ,s KT.K743.AQT.AQJ7 ,1520,5,1,3,4,14,2,4,3,4,19,3N,7♣,7♠,Pass,no,no,1510,0
218985, n AKT8.Q4.A62.AK75 ,s 6.JT876.KJ98.T43 ,420,4,2,3,4,20,1,5,4,3,5,1♥,1♠,2♥,Pass,no,no,140,-7
218986, n Q965.K872.A64.AQ ,s A3.T6.QT92.KJ984 ,400,4,4,3,2,15,2,2,4,5,10,3N,Pass,no,no,no,no,400,0
218987, n A764.9.KQ65.A865 ,s KQ2.J8763.A.9742 ,140,4,1,4,4,13,3,5,1,4,10,1♠,Pass,no,no,no,no,140,0
218988, n AKJT.AJ6.T93.852 ,s Q64.K9.Q542.A743 ,140,4,3,3,3,13,3,2,4,4,11,1♠,Pass,no,no,no,no,140,0
218989, n AJT42.QT64.AK.AT ,s KQ9763.K95..KJ98 ,990,5,4,2,2,18,6,3,0,4,12,3N,6N,Pass,no,no,no,990,0
218990, n QJT986.K83.Q.A92 ,s 542.AQJ6.852.QT4 ,100,6,3,1,3,12,3,4,3,3,9,1♠,Pass,no,no,no,no,140,1
218991, n AJ3.Q654.AQ74.Q9 ,s KQ9.973.JT83.K52 ,100,3,4,4,2,15,3,3,4,3,9,1N,Pass,no,no,no,no,120,1
218992, n Q85.AK9432.3.KQ9 ,s KT73.J.KJ65.AT75 ,420,3,6,1,3,14,4,1,4,4,12,1♥,4♥,Pass,no,no,no,420,0
218993, n KJ7.AT42..AQ9854 ,s 53.KQ5.98632.KJ6 ,400,3,4,0,6,14,2,3,5,3,9,3N,5♣,Pass,no,no,no,400,0
218994, n AK9865.Q9.KQT.J3 ,s JT74.53.A6.KT762 ,100,6,2,3,2,15,4,2,2,5,8,1♠,Pass,no,no,no,no,140,1
218995, n AK9653.A7.KQJ.54 ,s Q874.2.AT7542.QT ,300,6,2,3,2,17,4,1,6,2,8,1♠,4♠,Pass,no,no,no,450,4
218996, n AKT986.654.752.A ,s 2.AQT7.AT83.7542 ,140,6,3,3,1,11,1,4,4,4,10,1♠,Pass,no,no,no,no,140,0
218997, n QT8.J876.K85.AK5 ,s 765.AQ932.Q4.Q86 ,-110,3,4,3,3,13,3,5,2,3,10,1♥,Pass,no,no,no,no,80,5
218998, n AQJ87.A82.K853.5 ,s 92.JT3.AQT7.J864 ,100,5,3,4,1,14,2,3,4,4,8,1♠,Pass,no,no,no,no,110,0
218999, n K4.A9865.A8542.A ,s Q.K74.KQJ97.KJ52 ,800,2,5,5,1,15,1,3,5,4,15,3♦,6♦,Pass,no,no,no,920,3
219000, n KQ92.T64.AJ53.QJ ,s T6.AKJ9.QT4.9632 ,100,4,3,4,2,13,2,4,3,4,10,1♥,Pass,no,no,no,no,110,0
219001, n K6.AQ6.54.QJT875 ,s A9743.93.KQ973.4 ,-100,2,3,2,6,12,5,2,5,1,9,1♠,Pass,no,no,no,no,80,5
219002, n J3.AJ6.T6.AKQ765 ,s AK875.K.AK2.JT93 ,1440,2,3,2,6,15,5,1,3,4,18,3N,7♣,Pass,no,no,no,1440,0
219003, n 95.JT3.KQ8.AQ763 ,s Q43.AK9.A9652.84 ,400,2,3,3,5,12,3,3,5,2,13,3N,Pass,no,no,no,no,400,0
219004, n AK82.K832.K94.T4 ,s QJT93.74.T8.AQ97 ,140,4,4,3,2,13,5,2,2,4,9,1♠,Pass,no,no,no,no,140,0
219005, n Q954.J.AQ75.A742 ,s AKJ73.A843.4.KT9 ,980,4,1,4,4,13,5,4,1,3,15,3N,6♠,Pass,no,no,no,980,0
219006, n A8.AJT5.AKQ9.KJ3 ,s J92.KQ.T4.T98764 ,430,2,4,4,3,22,3,2,2,6,6,3N,Pass,no,no,no,no,430,0
219007, n AJ87.J7.AJT9.752 ,s 5.AT.6532.AQT643 ,400,4,2,4,3,11,1,2,4,6,10,3N,Pass,no,no,no,no,400,0
219008, n AJ74.KT5.QJ93.A3 ,s 93.8.A865.KT9542 ,130,4,3,4,2,15,2,1,4,6,7,1♣,Pass,no,no,no,no,130,0
219009, n 4.AK5.94.AQJT862 ,s AQT653.J94.Q3.93 ,400,1,3,2,7,14,6,3,2,2,9,3N,5♣,Pass,no,no,no,400,0
219010, n AKT72.Q75.82.Q63 ,s Q3.42.K763.AJ872 ,-140,5,3,2,3,11,2,2,4,5,10,1♠,Pass,no,no,no,no,80,6
219011, n A.9876.AQ.AQT965 ,s T9.KJ43.KT86.742 ,420,1,4,2,6,16,2,4,4,3,7,1♥,4♥,Pass,no,no,no,420,0
219012, n JT75.J5.A4.AK942 ,s A.KQT764.T852.T7 ,420,4,2,2,5,13,1,6,4,2,9,1♥,4♥,Pass,no,no,no,420,0
219013, n 962.JT4.A43.AQ94 ,s J5.A65.KJ975.KJ2 ,130,3,3,3,4,11,2,3,5,3,13,1♣,Pass,no,no,no,no,130,0
219014, n AJ3.KT2.KJT2.KJ7 ,s T86.AQ854.Q765.4 ,420,3,3,4,3,16,3,5,4,1,8,1♥,4♥,Pass,no,no,no,420,0
219015, n 32.AKJ94.Q.AJ954 ,s Q5.832.T653.KQT3 ,100,2,5,1,5,15,2,3,4,4,7,1♥,4♥,Pass,no,no,no,420,8
219016, n 3.AK9875.A52.873 ,s A5.T3.KQJT96.KT6 ,990,1,6,3,3,11,2,2,6,3,13,3N,6N,Pass,no,no,no,990,0
219017, n KT.K82.AK965.A84 ,s AQ32.T975.Q7.QJ9 ,460,2,3,5,3,17,4,4,2,3,11,3N,Pass,no,no,no,no,460,0
219018, n AK6.AK.J64.AK985 ,s J93.98.Q932.Q742 ,430,3,2,3,5,22,3,2,4,4,5,3N,Pass,no,no,no,no,430,0
219019, n AJ9.QJ8.QJ6.QT42 ,s KT2.AK2.AT9432.J ,400,3,3,3,4,13,3,3,6,1,15,3N,Pass,no,no,no,no,400,0
219020, n KQ95.JT8.J5.AQ87 ,s T8632.AQ9.A73.J3 ,430,4,3,2,4,13,5,3,3,2,11,3N,Pass,no,no,no,no,430,0
219021, n K942.AQJ9.K964.T ,s 753.4.QJ72.KQ863 ,400,4,4,4,1,13,3,1,4,5,8,3N,Pass,no,no,no,no,400,0
219022, n AQ8.AJ985.A3.K95 ,s T643.QT3.T87.A87 ,420,3,5,2,3,18,4,3,3,3,6,3N,4♥,Pass,no,no,no,420,0
219023, n AT3.Q732.AJ82.92 ,s 6.A85.Q743.AKT64 ,400,3,4,4,2,11,1,3,4,5,13,3N,5♦,Pass,no,no,no,400,0
219024, n 65.K8642.K53.AK6 ,s QJ.AQ.JT872.J984 ,130,2,5,3,3,13,2,2,5,4,11,1♥,Pass,no,no,no,no,140,0
219025, n J.K9532.A952.K75 ,s AKQ75.QJ84..T932 ,450,1,5,4,3,11,5,4,0,4,12,1♥,4♥,Pass,no,no,no,450,0
219026, n AT7.Q95.KQ9.AJ95 ,s KQ3.AK763.843.QT ,460,3,3,3,4,16,3,5,3,2,14,3N,Pass,no,no,no,no,460,0
219027, n AKJ6.J92.KT862.Q ,s T9.K63.QJ73.K942 ,400,4,3,5,1,14,2,3,4,4,9,3N,Pass,no,no,no,no,400,0
219028, n QJT3.J5.AK4.AKT3 ,s 852.AKQT9.T93.97 ,460,4,2,3,4,18,3,5,3,2,9,3N,Pass,no,no,no,no,460,0
219029, n K42.52.Q82.AKQJ8 ,s AJ53.AKQ7.K75.54 ,990,3,2,3,5,15,4,4,3,2,17,3N,6N,Pass,no,no,no,990,0
219030, n K875.KQ864.AT.A7 ,s J942.J5.Q.K96542 ,420,4,5,2,2,16,4,2,1,6,7,1♠,4♠,Pass,no,no,no,420,0
219031, n A8732.A.AJT72.AK ,s T.Q9742.K9.QJT82 ,430,5,1,5,2,20,1,5,2,5,8,3N,Pass,no,no,no,no,430,0
219032, n T5.KJ65.AQ.JT987 ,s A98432.A.T84.K32 ,420,2,4,2,5,11,6,1,3,3,11,1♠,4♠,Pass,no,no,no,420,0
219033, n QT.AKQT8764.K3.4 ,s A973.93.A975.QT7 ,460,2,8,2,1,14,4,2,4,3,10,3N,Pass,no,no,no,no,460,0
219034, n A6.A7643.AJ54.K9 ,s T9.QJ95.K8632.32 ,980,2,5,4,2,16,2,4,5,2,6,3N,6♥,Pass,no,no,no,980,0
219035, n QJ.AKJ74.J84.Q94 ,s A954.Q83.KT93.KJ ,450,2,5,3,3,14,4,3,4,2,13,3N,4♥,Pass,no,no,no,450,0
219036, n T95.KQ98.AT4.K93 ,s AKQJ86.T.63.AJT6 ,460,3,4,3,3,12,6,1,2,4,15,3N,Pass,no,no,no,no,460,0
219037, n AQ8643.AT95..QJ5 ,s J52.J32.A862.A92 ,430,6,4,0,3,13,3,3,4,3,10,3N,Pass,no,no,no,no,430,0
219038, n A8.T753.AK8.AT32 ,s QJT92.Q94.Q9.KQ4 ,430,2,4,3,4,15,5,3,2,3,12,3N,Pass,no,no,no,no,430,0
219039, n AQ.A2.A9863.JT32 ,s 72.JT653.Q5.KQ95 ,140,2,2,5,4,15,2,5,2,4,8,1♥,Pass,no,no,no,no,140,0
219040, n KJ95.AQ65.KQT2.8 ,s A6.K932.J98.7653 ,450,4,4,4,1,15,2,4,3,4,8,1♥,4♥,Pass,no,no,no,450,0
219041, n K6.AJ.8763.AT853 ,s .KQT87542.AQJ9.7 ,100,2,2,4,5,12,0,8,4,1,12,3N,Pass,no,no,no,no,430,8
219042, n KQJ2.AT52.A963.K ,s T54.3.Q72.QT9832 ,110,4,4,4,1,17,3,1,3,6,4,1♠,Pass,no,no,no,no,110,0
219043, n A.AKJ873.KQT.A87 ,s Q642.Q964.A983.K ,1520,1,6,3,3,21,4,4,4,1,11,3N,4♠,7♥,Pass,no,no,1510,0
219044, n KT98.9872.KQ.KQJ ,s J654.K.AT7652.53 ,100,4,4,2,3,14,4,1,6,2,8,1♠,Pass,no,no,no,no,110,0
219045, n T82.AKT.954.AJ95 ,s AJ64.Q764.K2.KT3 ,430,3,3,3,4,12,4,4,2,3,13,3N,Pass,no,no,no,no,430,0
219046, n K9754.J.A32.KJ93 ,s A82.AK42.Q974.76 ,420,5,1,3,4,12,3,4,4,2,13,1♠,4♠,Pass,no,no,no,420,0
219047, n Q.AKJ92.A52.KT74 ,s T83.T74.K9743.J8 ,100,1,5,3,4,17,3,3,5,2,4,1♥,4♥,Pass,no,no,no,420,8
219048, n 654.KJT.AK63.K72 ,s A7.75.Q2.QT98654 ,400,3,3,4,3,14,2,2,2,7,8,3N,5♣,Pass,no,no,no,400,0
219049, n J97.J2.AKQ76.A75 ,s AKQT865.86.83.KJ ,450,3,2,5,3,15,7,2,2,2,13,1♠,4♠,Pass,no,no,no,450,0
219050, n QT6.K6.A964.AQ96 ,s J95.AQ87.QT.K754 ,400,3,2,4,4,15,3,4,2,4,12,3N,Pass,no,no,no,no,400,0
219051, n AT8.AQJ5.96.AJ98 ,s K64.K987.AJT7.K5 ,990,3,4,2,4,16,3,4,4,2,14,3N,6N,Pass,no,no,no,990,0
219052, n AKT97.J9.J84.K72 ,s Q864.73.AQT63.Q8 ,-300,5,2,3,3,12,4,2,5,2,10,1♠,Pass,no,no,no,no,140,10
219053, n AK98652.AKQ.94.2 ,s QT4.T52.AQ3.A854 ,1520,7,3,2,1,16,3,3,3,4,12,3N,4♠,7♠,Pass,no,no,1510,0
219054, n AKQ9762.Q.8432.5 ,s J3.AT72.AQ96.AK8 ,990,7,1,4,1,11,2,4,4,3,18,3N,6N,Pass,no,no,no,990,0
219055, n K5.KQ976.J532.QJ ,s J43.T.AK964.A742 ,100,2,5,4,2,12,3,1,5,4,12,1♦,Pass,no,no,no,no,110,0
219056, n KQ8.Q964.J5.KJ75 ,s A764.KJT3.A7.643 ,140,3,4,2,4,12,4,4,2,3,12,1♥,Pass,no,no,no,no,140,0
219057, n AQ864.T.KJ53.K72 ,s 93.AQ42.AQT64.T5 ,920,5,1,4,3,13,2,4,5,2,12,3N,6♦,Pass,no,no,no,920,0
219058, n JT4.KJT642.K3.K7 ,s 982.AQ9.Q9874.AT ,140,3,6,2,2,11,3,3,5,2,12,1♥,Pass,no,no,no,no,140,0
219059, n 93.754.KT.AKQ642 ,s QJ86.KQ63.A2.T53 ,100,2,3,2,6,12,4,4,2,3,12,3N,Pass,no,no,no,no,400,7
219060, n AQ.A.862.AKQ9874 ,s KJ64.Q43.J43.T62 ,100,2,1,3,7,19,4,3,3,3,7,3N,Pass,no,no,no,no,400,7
219061, n AQ9752.K842.K8.T ,s J.AQT.J654.KJ632 ,140,6,4,2,1,12,1,3,4,5,12,1♠,Pass,no,no,no,no,140,0
219062, n A83.A532.J64.A43 ,s T9754.KQ.T832.KT ,110,3,4,3,3,13,5,2,4,2,8,1♠,Pass,no,no,no,no,110,0
219063, n JT752.AKQ.K32.K4 ,s Q9.J72.JT7.QJT53 ,90,5,3,3,2,16,2,3,3,5,7,1♠,Pass,no,no,no,no,80,0
219064, n K7.AKQT76.QT5.T7 ,s AJ863.J.AJ3.AJ54 ,990,2,6,3,2,14,5,1,3,4,16,3N,6N,Pass,no,no,no,990,0
219065, n KQJ6532.A9.K6.J4 ,s 4.JT6.AQT7543.98 ,100,7,2,2,2,14,1,3,7,2,7,1♠,Pass,no,no,no,no,140,1
219066, n A7.98.AJ9853.AT5 ,s QT84.QJ42.4.K983 ,90,2,2,6,3,13,4,4,1,4,8,1♠,Pass,no,no,no,no,80,0
219067, n KT92.K8.AQJ963.Q ,s AQ873.Q976.4.AJ7 ,990,4,2,6,1,15,5,4,1,3,13,3N,6N,Pass,no,no,no,990,0
219068, n AK98.T82.T98.AK2 ,s Q65.A5.AQ2.T9753 ,980,4,3,3,3,14,3,2,3,5,12,3N,6♠,Pass,no,no,no,980,0
219069, n Q8.KJ53.AQ8.AKT2 ,s J9764.AT2.432.87 ,420,2,4,3,4,19,5,3,3,2,5,3N,4♥,Pass,no,no,no,420,0
219070, n 2.94.AKQJ98.KJ87 ,s KT9.KQJ65.7432.2 ,130,1,2,6,4,14,3,5,4,1,9,1♦,Pass,no,no,no,no,130,0
219071, n K83.JT5.AQ32.QJ6 ,s J.AKQ862.86.8753 ,-420,3,3,4,3,13,1,6,2,4,10,1♥,Pass,no,no,no,no,110,11
219072, n A5.KJ652.Q872.A3 ,s J74..KJT953.Q852 ,130,2,5,4,2,14,3,0,6,4,7,1♦,Pass,no,no,no,no,130,0
219073, n J3.AJ.AJ82.A8753 ,s Q98765.9.K73.Q92 ,-100,2,2,4,5,15,6,1,3,3,7,3N,Pass,no,no,no,no,400,11
219074, n A96.85.KQJ876.K9 ,s Q4.KQJ643.9.JT74 ,-100,3,2,6,2,13,2,6,1,4,9,1♥,Pass,no,no,no,no,110,5
219075, n K7.Q9.A852.KJ853 ,s AT4.A7.Q764.T964 ,100,2,2,4,5,13,3,2,4,4,10,1N,Pass,no,no,no,no,120,1
219076, n 7.K3.KQT864.A652 ,s K965.QJ2.7.KQ987 ,100,1,2,6,4,12,4,3,1,5,11,1N,Pass,no,no,no,no,90,0
219077, n AJT6.T864.A.KJ43 ,s K94.K975.Q8752.9 ,140,4,4,1,4,13,3,4,5,1,8,1♥,Pass,no,no,no,no,140,0
219078, n 5.AKQJ54.A83.T97 ,s KJT987.63.JT9.Q8 ,110,1,6,3,3,14,6,2,3,2,7,1♠,Pass,no,no,no,no,110,0
219079, n K8.K842.Q5.AT985 ,s AJ9765.AJ.AJ96.Q ,990,2,4,2,5,12,6,2,4,1,17,3N,6N,Pass,no,no,no,990,0
219080, n 42.QJ3.KQJ9.AKQ4 ,s AJT7.AT7.865.J97 ,430,2,3,4,4,18,4,3,3,3,10,3N,Pass,no,no,no,no,400,-1
219081, n AT74.8.A9873.KT8 ,s KQ9.J32.K65.J654 ,100,4,1,5,3,11,3,3,3,4,10,1♠,Pass,no,no,no,no,110,0
219082, n AQ2.97.83.AQ9854 ,s T.AQ54.QJT642.K6 ,300,3,2,2,6,12,1,4,6,2,12,3N,Pass,no,no,no,no,400,3
219083, n A43.AQT9876..QT8 ,s Q7.J52.AKJT853.4 ,-100,3,7,0,3,12,2,3,7,1,11,1♥,4♥,Pass,no,no,no,420,11
219084, n T63.J.AK953.KT92 ,s A82.Q43.QT6.Q753 ,-100,3,1,5,4,11,3,3,3,4,10,1♦,Pass,no,no,no,no,110,5
219085, n J.KQ7632.J865.AJ ,s KT542..AQ73.7632 ,130,1,6,4,2,12,5,0,4,4,9,1♦,Pass,no,no,no,no,130,0
219086, n AKT743.A5.6.Q652 ,s 965.KQT.KJT85.J3 ,420,6,2,1,4,13,3,3,5,2,10,3N,4♠,Pass,no,no,no,420,0
219087, n K98.K75.KQ654.K3 ,s A632.A2.9.AT9642 ,430,3,3,5,2,14,4,2,1,6,12,3N,Pass,no,no,no,no,430,0
219088, n A62.QJT3.A83.KQ7 ,s J75.K5.K965.T965 ,120,3,4,3,3,16,3,2,4,4,7,1♥,Pass,no,no,no,no,110,0
219089, n K87.AJ872.K7.A32 ,s AQ92.6.932.JT854 ,400,3,5,2,3,15,4,1,3,5,7,3N,Pass,no,no,no,no,400,0
219090, n JT96.KQ75.A54.A3 ,s K432.J842.K862.T ,140,4,4,3,2,14,4,4,4,1,7,1♥,Pass,no,no,no,no,140,0
219091, n K76.KJ974.Q.Q654 ,s 5.3.AKT8652.AKJ3 ,400,3,5,1,4,11,1,1,7,4,15,3N,Pass,no,no,no,no,400,0
219092, n KQJ2.AK52.964.76 ,s 75.Q9864.K7.AJ42 ,420,4,4,3,2,13,2,5,2,4,10,1♥,4♥,Pass,no,no,no,420,0
219093, n J.J64.AKQ654.K65 ,s A8.K83.T932.9842 ,-420,1,3,6,3,14,2,3,4,4,7,1♦,Pass,no,no,no,no,90,11
219094, n KJ7.KQ987.J6.AK7 ,s .J2.AKQ9843.T843 ,920,3,5,2,3,17,0,2,7,4,10,3N,6♦,Pass,no,no,no,920,0
219095, n A93.Q872.J32.A96 ,s KJ6.AT9.K864.Q87 ,400,3,4,3,3,11,3,3,4,3,13,3N,Pass,no,no,no,no,400,0
219096, n AKT6.9.A32.QJT96 ,s 84.AQ7653.T4.A72 ,140,4,1,3,5,14,2,6,2,3,10,1♣,Pass,no,no,no,no,130,0
219097, n Q76.QJ52.AJ53.K7 ,s K954.83.KQT742.A ,300,3,4,4,2,13,4,2,6,1,12,3N,Pass,no,no,no,no,430,4
219098, n AT932.93.KQ5.KQT ,s KQ764.762.J3.A86 ,420,5,2,3,3,14,5,3,2,3,10,1♠,4♠,Pass,no,no,no,420,0
219099, n AJ.AQ65.KQ953.A3 ,s 984.KJT8.AT6.KQ8 ,1520,2,4,5,2,20,3,4,3,3,13,3N,4♠,7♥,Pass,no,no,1510,0
219100, n K72.86.KT4.KQT73 ,s AJT4.KQT93.87.94 ,140,3,2,3,5,11,4,5,2,2,10,1♥,Pass,no,no,no,no,140,0
219101, n KQ5.7.JT9532.AJ6 ,s A8.AKT.A.KQ87542 ,1520,3,1,6,3,11,2,3,1,7,20,3N,7♣,7N,Pass,no,no,1520,0
219102, n J2.AT9873.9.KQJ9 ,s AT983.K54.J7.A42 ,300,2,6,1,4,11,5,3,2,3,12,1♠,4♠,Pass,no,no,no,420,3
219103, n KT65.A6.9852.A65 ,s QJ94.8532.AQ4.K9 ,420,4,2,4,3,11,4,4,3,2,12,1♠,4♠,Pass,no,no,no,420,0
219104, n AJ98.AK8654..QT5 ,s 752.QJT3.653.A73 ,450,4,6,0,3,14,3,4,3,3,7,1♥,4♥,Pass,no,no,no,450,0
219105, n K.AKT7.QJT542.K5 ,s JT75.52.93.AT976 ,120,1,4,6,2,16,4,2,2,5,5,1♦,Pass,no,no,no,no,110,0
219106, n AKJ.KQ75432.85.T ,s 543.AT.AT96.A764 ,990,3,7,2,1,13,3,2,4,4,12,3N,6N,Pass,no,no,no,990,0
219107, n Q42.AQT.AKT9.KT3 ,s AKT985.4.532.975 ,460,3,3,4,3,18,6,1,3,3,7,3N,Pass,no,no,no,no,460,0
219108, n QJT53.J9.A54.A86 ,s AK842.83.KQ83.54 ,300,5,2,3,3,12,5,2,4,2,12,1♠,4♠,Pass,no,no,no,420,3
219109, n T83.K542.K84.AK7 ,s 7.A976.AQ965.652 ,450,3,4,3,3,13,1,4,5,3,10,1♥,4♥,Pass,no,no,no,450,0
219110, n 85.4.AT8643.AK82 ,s KT7643.AJ9632.K. ,100,2,1,6,4,11,6,6,1,0,11,1♠,Pass,no,no,no,no,110,0
219111, n K9.Q643.J42.AJ32 ,s A32.KJ7.KQ8.Q854 ,400,2,4,3,4,11,3,3,3,4,15,3N,Pass,no,no,no,no,400,0
219112, n KQJT5.AQ2.A8.A32 ,s 932.98.Q754.KJ84 ,400,5,3,2,3,20,3,2,4,4,6,3N,Pass,no,no,no,no,400,0
219113, n QJT4.A2.KJT6.J72 ,s K2.Q53.72.A98643 ,130,4,2,4,3,12,2,3,2,6,9,1N,Pass,no,no,no,no,120,0
219114, n AT94.AK.T875.JT7 ,s KQ52.42.Q6.AQ983 ,450,4,2,4,3,12,4,2,2,5,13,3N,4♠,Pass,no,no,no,450,0
219115, n AK962.JT76.K83.8 ,s JT.982.AT5.KQJ54 ,120,5,4,3,1,11,2,3,3,5,11,1♠,Pass,no,no,no,no,110,0
219116, n AJ32.Q982.A62.75 ,s 987.A6.J74.AQJ94 ,400,4,4,3,2,11,3,2,3,5,12,3N,Pass,no,no,no,no,400,0
219117, n AKQ9.K8.AK63.Q54 ,s 87632.Q54.Q.9632 ,140,4,2,4,3,21,5,3,1,4,4,1♠,Pass,no,no,no,no,140,0
219118, n 7.AQ654.T6.AK543 ,s A9863.T73.AJ.T92 ,420,1,5,2,5,13,5,3,2,3,9,1♥,4♥,Pass,no,no,no,420,0
219119, n AT.KQT2.AK62.A54 ,s J6.A763.J54.K832 ,420,2,4,4,3,20,2,4,3,4,9,3N,4♥,Pass,no,no,no,420,0
219120, n KJ6.K83.65.AKQ74 ,s AQ5.A4.AJ432.653 ,920,3,3,2,5,16,3,2,5,3,15,3N,6♣,Pass,no,no,no,920,0
219121, n Q8.AT4.AKT63.KQ2 ,s AKT3.98.75.AJT95 ,1440,2,3,5,3,18,4,2,2,5,12,3N,7♣,Pass,no,no,no,1440,0
219122, n K6.AKT3.AT83.Q65 ,s A754.QJ42.K7.AK7 ,1510,2,4,4,3,16,4,4,2,3,17,1♥,4♥,7♥,Pass,no,no,1510,0
219123, n T96.T.A9743.AKJ7 ,s K8.Q9543.KQT2.T6 ,130,3,1,5,4,12,2,5,4,2,10,1♦,Pass,no,no,no,no,130,0
219124, n AK8753.A9864.7.A ,s JT.KJ75.982.J974 ,800,6,5,1,1,15,2,4,3,4,6,3♠,6♠,Pass,no,no,no,980,5
219125, n K5.K873.K52.K865 ,s 86.A954.AT3.J743 ,-140,2,4,3,4,12,2,4,3,4,9,1♥,Pass,no,no,no,no,110,6
219126, n KT2.K973.KJ7.AK3 ,s A98.QT.52.QJT854 ,430,3,4,3,3,17,3,2,2,6,9,3N,Pass,no,no,no,no,430,0
219127, n 93.A7.AT9.AJT432 ,s 75.KT6532.KQ2.K9 ,400,2,2,3,6,13,2,6,3,2,11,3N,5♣,Pass,no,no,no,400,0
219128, n KT86.A86.AK8.AJT ,s Q7.J.T765.K87643 ,430,4,3,3,3,19,2,1,4,6,6,3N,Pass,no,no,no,no,430,0
219129, n 5.T74.AKQ32.AQJ7 ,s AQ9832.A92.85.93 ,400,1,3,5,4,16,6,3,2,2,10,3N,Pass,no,no,no,no,400,0
