north,east,south,west,sn,hn,dn,cn,pn,ln,ctn,ss,hs,ds,cs,ps,ls,cts,tcn,tdn,thn,tsn,tnn,tce,tde,the,tse,tne,tcs,tds,ths,tss,tns,tcw,tdw,thw,tsw,tnw,parNS,parEW
 n KQT85.AQ.K7.Q965 ,e A2.KT6.J9643.K43 ,s 7.J432.AT85.A872 ,w J9643.9875.Q2.JT ,5,2,2,4,16,500,4,1,4,4,4,9,800,4,10,9,9,9,10,2,4,4,4,3,10,8,9,8,10,3,4,4,4,3,430,-430
 n J6432.A42.A5.A95 ,e K975.QJ.QT84.842 ,s QT.9875.KJ62.QJ3 ,w A8.KT63.973.KT76 ,5,3,2,3,13,800,6,2,4,4,3,9,900,1,7,6,7,8,7,6,6,5,5,5,7,6,7,8,7,6,6,5,5,5,110,-110
 n KQJ872.A874.Q2.T ,e 9.T953.AJ94.AQ73 ,s AT.QJ62.8763.J94 ,w 6543.K.KT5.K8652 ,6,4,2,1,12,600,3,2,4,4,3,8,900,2,2,4,9,10,4,11,8,3,3,3,2,4,9,10,4,11,8,3,3,3,-100,100
 n QJ843.4.3.AKQ972 ,e T762.J53.A97654. ,s AK.T82.JT2.T8543 ,w 95.AKQ976.KQ8.J6 ,5,1,1,6,12,400,3,2,3,3,5,8,900,3,11,1,0,9,1,1,11,11,4,2,11,1,0,9,1,1,11,11,4,2,-100,100
 n KQJ742.K.K752.QJ ,e T93.654.AJ943.95 ,s A6.72.QT86.KT643 ,w 85.AQJT983..A872 ,6,1,4,2,15,550,3,2,2,4,5,9,750,3,8,9,2,9,4,5,4,10,3,7,8,9,3,10,4,5,4,10,3,7,100,-100
 n QJ843.AKJ864..AK ,e A975.T97.AQ83.J9 ,s KT.Q5.JT762.QT83 ,w 62.32.K954.76542 ,5,6,0,2,18,250,6,2,2,5,4,8,850,1,8,7,12,10,9,5,6,1,1,3,8,7,12,10,9,5,6,1,1,3,980,-980
 n AK864..A97.Q9863 ,e 5.Q742.QJ64.KJ42 ,s 92.AT95.KT82.A75 ,w QJT73.KJ863.53.T ,5,0,3,5,13,550,5,2,4,4,3,11,800,5,10,9,6,9,9,3,3,7,4,4,10,9,6,9,9,3,3,7,4,4,400,-400
 n 975432.K8.K4.AQ7 ,e 6.QJ6432.982.K65 ,s Q.7.AQT653.JT832 ,w AKJT8.AT95.J7.94 ,6,2,2,3,12,600,4,1,1,6,5,9,600,2,10,10,2,6,7,3,3,9,7,5,10,10,2,6,7,3,3,9,7,5,100,-100
 n AQ754.J6.AKT.752 ,e T863..96.AQJT863 ,s .KQT872.QJ8752.9 ,w KJ92.A9543.43.K4 ,5,2,3,3,14,700,5,0,6,6,1,8,400,1,3,10,10,4,5,8,1,2,8,6,3,10,10,4,5,8,1,2,8,6,300,-300
 n KQ872.KJ.KJ3.AT7 ,e AT5.A876.AT76.63 ,s 64.QT52.95.KQJ85 ,w J93.943.Q842.942 ,5,2,3,3,17,600,5,2,4,2,5,8,750,1,10,7,9,9,9,3,6,4,4,4,10,6,8,9,8,3,6,4,4,4,400,-400
 n KQJT532.Q9.Q9.AK ,e 64.AK542.K87654. ,s A7.87.AJ2.JT8743 ,w 98.JT63.T3.Q9652 ,7,2,2,2,17,500,4,2,2,3,6,10,800,4,9,5,4,11,8,4,8,8,1,1,9,5,4,10,8,4,8,8,1,1,450,-450
 n AK653.AKT.K93.62 ,e JT74.985.JT75.KT ,s 92.QJ762.A642.A8 ,w Q8.43.Q8.QJ97543 ,5,3,3,2,17,600,7,2,5,4,2,11,700,4,7,10,11,11,11,6,2,2,2,2,7,10,11,11,11,6,2,2,2,2,460,-460
 n AKQT986.865.Q.QT ,e 75.AKJ973.J63.95 ,s 4.4.AKT8.A876432 ,w J32.QT2.97542.KJ ,7,3,1,2,13,600,3,1,1,4,7,11,500,5,11,8,6,11,7,1,5,6,1,1,11,8,6,12,7,1,5,6,1,1,980,-980
 n K9542.T.K2.KQJ76 ,e QT3.K962.JT875.4 ,s A6.QJ5.63.AT9853 ,w J87.A8743.AQ94.2 ,5,1,2,5,12,500,3,2,3,2,6,11,700,4,11,5,5,10,9,1,7,8,3,4,11,5,5,10,9,1,7,8,3,4,420,-420
 n AQJ765.K83.Q73.3 ,e T943.A7.JT96.A87 ,s 8.Q9642.K8.KJ954 ,w K2.JT5.A542.QT62 ,6,3,3,1,12,600,3,1,5,2,5,9,650,2,7,5,9,8,7,6,7,4,5,6,7,5,9,8,7,6,7,3,4,6,140,-140
 n AKJT4.KJ94.K872. ,e Q98.AT752.QJ3.53 ,s 63.Q83.A654.QJT2 ,w 752.6.T9.AK98764 ,5,4,4,0,15,450,5,2,3,4,4,9,850,2,6,10,9,9,8,7,2,3,3,4,6,10,9,9,8,7,2,3,3,4,140,-140
 n A8765.K873.4.AK8 ,e KJ2.Q6.T983.7654 ,s T4.J9542.KJ7.QJ2 ,w Q93.AT.AQ652.T93 ,5,4,1,3,14,600,6,2,5,3,3,8,900,1,6,5,10,9,5,7,7,3,4,5,6,6,10,9,5,7,7,3,4,5,420,-420
 n KQ765.AQJT.AT43. ,e A84.653.J976.876 ,s T3.K92.52.AKT532 ,w J92.874.KQ8.QJ94 ,5,4,4,0,16,350,5,2,3,2,6,10,700,4,9,8,11,10,8,3,4,2,3,4,9,8,11,10,8,3,4,2,3,4,450,-450
 n AKJT64.J84.KJ9.J ,e 982.AK93.87.T432 ,s Q.T72.AQT532.K86 ,w 753.Q65.64.AQ975 ,6,3,3,1,14,650,4,1,3,6,3,11,700,3,4,9,4,9,4,7,1,7,1,1,4,9,4,9,4,7,1,7,1,1,140,-140
 n KQJ94.42.A983.Q5 ,e 8.AQ986.Q5.KJT96 ,s A7.JT75.JT7.A843 ,w T6532.K3.K642.72 ,5,2,4,2,12,700,3,2,4,3,4,10,900,4,5,8,4,8,7,8,4,9,4,4,5,8,4,8,7,8,4,9,4,4,-100,100
 n AQT952.J2.KJ.KQ6 ,e 7643.6.8652.AJT4 ,s K.K743.QT9743.93 ,w J8.AQT985.A.8752 ,6,2,2,3,16,500,4,1,4,6,2,8,700,2,4,9,4,7,7,8,3,8,4,4,3,9,4,8,7,8,3,8,4,4,100,-100
 n AKJT84.9.AK43.AT ,e Q76.75432.QJT6.J ,s 95.AQJT.872.Q632 ,w 32.K86.95.K98754 ,6,1,4,2,19,350,8,2,4,3,4,9,800,2,9,11,8,11,11,4,2,4,2,2,9,11,8,11,11,4,2,4,2,2,460,-460
 n QJT63.AKQ2.952.J ,e AK42.J86.743.A84 ,s 98.75.AQJT.Q6532 ,w 75.T943.K86.KT97 ,5,4,3,1,13,600,3,2,2,4,5,9,700,2,6,6,6,8,6,7,5,7,4,7,6,7,6,8,6,7,5,7,4,7,100,-100
 n AKJ765.J.K82.J63 ,e T2.84.AJ653.Q852 ,s 8.AQT7632.T974.A ,w Q943.K95.Q.KT974 ,6,1,3,3,13,650,4,1,7,4,1,10,500,4,5,8,9,9,6,8,4,3,2,3,5,7,9,8,6,8,4,3,4,3,140,-140
 n AQJT53.Q3.A85.65 ,e 9742.J974.96.J42 ,s 8.AKT865.J74.K97 ,w K6.2.KQT32.AQT83 ,6,2,3,2,13,650,4,1,6,3,3,11,700,4,5,6,11,10,8,7,5,0,0,0,5,8,12,11,12,7,5,0,2,0,990,-990
 n KQ854.AK973.JT.9 ,e T73.864.KQ5.KJ53 ,s 96.QT52.A73.Q872 ,w AJ2.J.98642.AT64 ,5,5,2,1,13,500,4,2,4,3,4,8,900,2,4,5,10,9,6,9,8,2,3,4,4,5,10,9,6,9,8,2,4,4,300,-300
 n KJT75.Q.AJ9.KQ53 ,e AQ94.AJ8643.T8.T ,s 2.K92.K752.A7642 ,w 863.T75.Q643.J98 ,5,1,3,4,16,550,4,1,3,4,5,10,700,4,11,10,6,8,9,2,3,7,4,4,11,10,6,8,9,2,3,7,4,4,400,-400
 n AJT75.J74.AJT5.J ,e Q92.KQ8.K83.AT76 ,s K4.A952.Q764.843 ,w 863.T63.92.KQ952 ,5,3,4,1,12,700,4,2,4,4,3,9,850,3,5,10,8,9,6,7,3,5,4,6,5,10,8,8,6,7,3,4,4,6,140,-140
 n AKT95.KT85.AT.J5 ,e Q7643.Q3.KJ94.43 ,s .AJ942.873.KQ976 ,w J82.76.Q652.AT82 ,5,4,2,2,15,600,6,0,5,3,5,10,600,3,11,7,12,8,9,2,6,1,5,3,11,7,12,8,9,2,6,1,5,3,980,-980
 n Q9874.AK2.9742.K ,e A3.QT964.J.A9642 ,s K2.853.KT53.QJT7 ,w JT65.J7.AQ86.853 ,5,3,4,1,12,700,4,2,3,4,4,9,800,2,5,8,5,6,6,8,4,7,6,5,5,8,5,6,6,8,4,7,6,5,90,-90
 n AKQJT83.AT74..Q9 ,e 964.8.AK7543.A62 ,s 72.K.QJ986.KJT75 ,w 5.QJ96532.T2.843 ,7,4,0,2,16,400,5,2,1,5,5,10,600,2,9,8,6,11,10,4,4,6,1,3,9,8,6,11,10,4,5,6,1,3,450,-450
 n AQT42.QT43.KQ.Q8 ,e 853.J75..T976432 ,s 9.AK82.T98532.A5 ,w KJ76.96.AJ764.KJ ,5,4,2,2,15,650,3,1,4,6,2,11,600,5,7,10,10,9,10,6,2,2,3,2,6,11,11,9,11,6,2,2,3,2,460,-460
 n K8643.KQ3.AQ532. ,e 9752.5.KJ874.632 ,s JT.AJ972.T6.QT75 ,w AQ.T864.9.AKJ984 ,5,3,5,0,14,400,4,2,5,2,4,8,850,2,4,7,8,7,7,9,6,5,5,5,3,6,8,7,8,9,6,5,5,5,-100,100
 n AQJ92.65.AT3.QJ6 ,e 6.KQ97.J7542.KT4 ,s 4.JT.KQ86.A87532 ,w KT8753.A8432.9.9 ,5,2,3,3,14,650,4,1,2,4,6,10,600,3,10,9,4,7,8,2,4,8,6,5,10,9,4,7,8,2,4,8,6,5,130,-130
 n AKT53.Q8.4.QJ542 ,e Q874.A97.985.T83 ,s J9.J65432.QJ3.A7 ,w 62.KT.AKT762.K96 ,5,2,1,5,12,600,3,2,6,3,2,9,800,2,7,4,7,7,4,5,8,5,5,7,7,5,8,8,5,5,8,5,5,7,100,-100
 n KQJT8.AQ873.6.AJ ,e 952.654.A974.K54 ,s 6.KJT2.KJT5.T862 ,w A743.9.Q832.Q973 ,5,5,1,2,17,400,5,1,4,4,4,8,700,2,7,7,10,10,10,6,6,2,3,3,7,6,10,10,8,6,6,2,2,3,430,-430
 n J9754.KJ97.K8.AT ,e A82.83.J975.J875 ,s 3.AT652.A43.9643 ,w KQT6.Q4.QT62.KQ2 ,5,4,2,2,12,700,4,1,5,3,4,8,800,4,7,6,11,8,8,5,6,2,5,5,7,6,11,8,8,5,6,2,5,5,450,-450
 n AK842.973.3.KQ87 ,e QJT97.QJT.T4.943 ,s 65.A64.A8752.JT2 ,w 3.K852.KQJ96.A65 ,5,3,1,4,12,600,4,2,3,5,3,9,900,4,8,5,5,7,7,5,7,7,6,6,8,5,5,7,7,5,7,7,6,6,90,-90
 n AKT965.J.KT85.AT ,e J843.QT6.A3.Q642 ,s .A9743.J64.KJ983 ,w Q72.K852.Q972.75 ,6,1,4,2,15,500,6,0,5,3,5,9,700,3,10,9,9,10,8,2,3,4,3,4,10,9,9,10,8,2,2,4,3,5,420,-420
 n AKJ82.53.A3.T532 ,e 653.Q4.J98.AQJ87 ,s Q.KJT872.T762.K9 ,w T974.A96.KQ54.64 ,5,2,2,4,12,650,5,1,6,4,2,9,650,2,6,7,10,8,7,6,6,3,3,5,6,7,10,8,7,5,6,3,3,5,420,-420
 n KQ6432.KT4..AQ42 ,e AJT.J653.A72.T76 ,s 5.Q9.KQT64.J9853 ,w 987.A872.J9853.K ,6,3,0,4,14,400,4,1,2,5,5,8,700,1,11,7,6,9,8,2,6,7,3,4,11,7,6,9,8,2,6,7,3,4,400,-400
 n AKQT972.Q.Q92.J8 ,e J843.K965.K8.752 ,s 6.874.AJ764.KT96 ,w 5.AJT32.T53.AQ43 ,7,1,3,2,14,550,3,1,3,5,4,8,800,3,6,9,4,9,6,7,3,8,4,7,6,9,4,9,6,6,3,8,4,7,140,-140
 n AKQ93.Q62.853.K2 ,e 75.AKJT.42.QJT85 ,s 86.743.KQ6.A9764 ,w JT42.985.AJT97.3 ,5,3,3,2,14,650,4,2,3,3,5,9,800,3,7,5,5,7,8,6,7,7,5,5,6,5,5,7,8,6,7,7,5,5,120,-120
 n AJ754.J8.KJ96.Q4 ,e KQT63.AT962..AK8 ,s 9.K74.AQ875.JT97 ,w 82.Q53.T432.6532 ,5,2,4,2,12,800,3,1,3,5,4,10,700,3,6,10,5,6,7,6,3,8,7,6,6,10,4,6,7,6,3,8,7,6,130,-130
 n AQT32.KQ85.T5.K6 ,e 8654.J72.KQJ4.95 ,s K7.T94.86.AQT432 ,w J9.A63.A9732.J87 ,5,4,2,2,14,500,4,2,3,2,6,9,700,3,10,6,10,10,7,1,7,3,1,2,10,6,10,10,7,1,7,3,1,2,420,-420
 n AKQ8742.8.K8.KJ7 ,e .AT94.T94.AQ8632 ,s 9.K75.AJ7532.T54 ,w JT653.QJ632.Q6.9 ,7,1,2,3,16,400,5,1,3,6,3,8,800,3,6,8,3,9,10,6,3,9,3,3,5,8,2,8,10,6,3,9,4,3,300,-300
 n AKQ7543.J.KQ73.5 ,e 2.Q94.J52.KJ7642 ,s 86.8763.AT8.AT83 ,w JT9.AKT52.964.Q9 ,7,1,4,1,15,300,4,2,4,3,4,8,900,4,5,12,5,12,8,7,1,7,1,1,5,12,5,12,8,7,1,7,1,1,980,-980
 n AKQJ3.AT9.Q932.5 ,e 94.8532.A6.T9732 ,s 85.Q6.JT75.AQJ64 ,w T762.KJ74.K84.K8 ,5,3,4,1,16,550,5,2,2,4,5,10,750,2,8,11,7,10,9,5,2,5,3,3,8,11,7,10,9,5,2,5,3,3,420,-420
 n AKJT754..J3.AJ93 ,e Q62.Q.T87642.Q74 ,s 9.K65432.K95.K52 ,w 83.AJT987.AQ.T86 ,7,0,2,4,14,450,5,1,6,3,3,9,700,3,8,6,6,10,7,2,6,6,3,5,10,7,7,10,7,2,6,6,3,5,420,-420
 n AQJT95.A.Q9.T972 ,e K842.5.864.AKQ65 ,s 7.KJ9872.AJ73.43 ,w 63.QT643.KT52.J8 ,6,1,2,4,13,550,4,1,6,4,2,9,700,3,6,6,8,7,6,7,6,5,5,6,6,6,8,7,6,7,6,5,5,6,110,-110
 n AQJT854.8.K2.AK4 ,e 32.JT76.T7.T8532 ,s K9.A943.Q8654.Q7 ,w 76.KQ52.AJ93.J96 ,7,1,2,3,17,350,6,2,4,5,2,11,750,3,8,9,7,12,11,5,4,6,1,1,8,9,7,12,11,5,4,6,1,1,980,-980
 n QJT95.A97.A86.J8 ,e AK6.T853.Q.K9763 ,s 72.J642.KJT53.AQ ,w 843.KQ.9742.T542 ,5,3,3,2,12,800,4,2,4,5,2,11,700,3,5,9,9,8,9,8,3,4,3,3,5,9,9,8,9,8,3,4,3,3,300,-300
 n AT953.9.A95.AK93 ,e Q842.J4.T8432.T4 ,s KJ.A8765.7.87652 ,w 76.KQT32.KQJ6.QJ ,5,1,3,4,15,600,7,2,5,1,5,8,700,3,13,7,8,11,10,0,6,4,2,2,13,7,8,11,10,0,6,4,2,2,1440,-1440
 n AKJ65.QJ9874.4.K ,e T973.A63.J7.QJT7 ,s 4.52.A953.A98632 ,w Q82.KT.KQT862.54 ,5,6,1,1,14,400,4,1,2,4,6,8,700,4,8,6,10,9,6,4,5,2,3,7,8,6,10,9,6,4,5,2,4,7,420,-420
 n K9873.6.KQ3.AQ74 ,e AQJT5.J74.AT2.95 ,s 62.AQ93.9754.K62 ,w 4.KT852.J86.JT83 ,5,1,3,4,14,500,4,2,4,4,3,9,800,3,7,7,5,7,6,6,6,8,6,7,7,7,5,7,6,6,6,8,6,7,-100,100
 n AQJ963.QJ.K83.85 ,e K.983.AJT92.9642 ,s 82.AK7654.7.QT73 ,w T754.T2.Q654.AKJ ,6,2,3,2,13,650,3,2,6,1,4,9,650,3,5,4,9,9,5,7,9,1,4,1,5,4,10,9,5,7,9,1,4,1,300,-300
 n AQJ832.AK83.QJ.3 ,e 9.J97.T7532.Q952 ,s T6.QT62.AK84.T76 ,w K754.54.96.AKJ84 ,6,4,2,1,17,450,5,2,4,4,3,9,850,3,6,9,12,11,8,6,4,0,1,2,6,9,12,11,8,6,4,0,1,2,980,-980
 n AKJ9872.5.A742.T ,e QT65.K73.8.A7432 ,s 3.642.KQT5.KJ986 ,w 4.AQJT98.J963.Q5 ,7,1,4,1,12,450,5,1,3,4,5,9,700,2,6,9,4,9,6,6,4,8,4,7,6,9,4,9,6,6,4,8,4,7,140,-140
 n AQJ9854.T84.2.KQ ,e KT62.2.T865.T983 ,s 73.J3.KQ3.A76542 ,w .AKQ9765.AJ974.J ,7,3,1,2,12,550,3,2,2,3,6,10,700,3,7,2,2,8,4,5,11,10,5,8,8,2,3,8,4,5,11,10,5,8,-400,400
 n AKQ64.A542.J.T54 ,e 82.J.98653.AJ876 ,s T3.KT9873.Q7.K93 ,w J975.Q6.AKT42.Q2 ,5,4,1,3,14,600,5,2,6,2,3,8,800,2,4,4,11,9,7,7,8,2,3,4,5,4,11,9,7,7,8,2,3,4,450,-450
 n AK863.AQ7.AJ5.T6 ,e 542.T85.KT42.K42 ,s QJ.K6432.Q763.Q5 ,w T97.J9.98.AJ9873 ,5,3,3,2,18,600,7,2,5,4,2,10,850,1,6,10,11,11,7,7,3,1,1,2,6,10,11,11,7,7,3,1,1,2,450,-450
 n AQ876.J6.AKT96.A ,e 954.T54.543.KJ96 ,s JT.A3.QJ72.T8742 ,w K32.KQ9872.8.Q53 ,5,2,5,1,18,400,7,2,2,4,5,8,800,2,9,13,7,12,12,4,0,5,1,1,9,13,7,12,12,4,0,5,1,1,1440,-1440
 n AQT42.AQJ8.KQ7.4 ,e 65.542.A62.KQT93 ,s J3.K93.JT4.AJ865 ,w K987.T76.9853.72 ,5,4,3,1,18,350,5,2,3,3,5,10,900,3,10,10,12,11,10,3,2,1,2,3,10,10,12,11,10,3,2,1,2,3,980,-980
 n AKQ94.A84.T6.J94 ,e T872.K6.54.KT732 ,s 3.9732.AKJ73.Q65 ,w J65.QJT5.Q982.A8 ,5,3,2,3,14,700,5,1,4,5,3,10,700,3,7,8,8,7,7,6,5,5,5,5,7,8,8,7,7,6,5,5,5,5,110,-110
 n KQT984.A3.K.J873 ,e A7653.82.965.AT4 ,s J2.JT764.QT8.KQ2 ,w .KQ95.AJ7432.965 ,6,2,1,4,13,550,4,2,5,3,3,9,850,1,7,3,7,9,6,5,9,6,4,5,7,3,7,9,6,5,9,6,4,5,100,-100
 n AK9763.6.AKJ.983 ,e Q842.QJ973.2.Q42 ,s T5.AT2.QT86.AJ76 ,w J.K854.97543.KT5 ,6,1,3,3,15,550,6,2,3,4,4,11,850,4,9,9,5,10,8,3,4,8,2,2,9,9,5,10,8,3,4,8,2,2,420,-420
 n K8754.62.A72.AKQ ,e QJ6.J874.K9.9762 ,s 92.AQT95.QT84.T4 ,w AT3.K3.J653.J853 ,5,2,3,3,16,600,6,2,5,4,2,8,750,2,7,9,10,9,9,5,4,3,4,4,7,9,9,8,9,5,3,3,4,4,420,-420
 n AQJT64.J.KJT962. ,e K9875.K4.Q5.Q984 ,s 2.AQT965.A43.T65 ,w 3.8732.87.AKJ732 ,6,1,6,0,12,300,3,1,6,3,3,10,700,4,5,13,10,10,7,8,0,0,2,0,5,13,10,10,7,8,0,0,2,0,1440,-1440
 n AKJT86.QT2.AT.T7 ,e 973.AJ76.K75.842 ,s 54.843.J8432.AK3 ,w Q2.K95.Q96.QJ965 ,6,3,2,2,14,600,5,2,3,5,3,8,900,3,5,8,6,9,9,7,5,7,4,4,5,8,6,9,9,7,5,7,4,4,400,-400
 n AKQ9854.K3.K3.Q7 ,e J3.8742.Q542.A96 ,s 6.AQJ65.A876.T53 ,w T72.T9.JT9.KJ842 ,7,2,2,2,17,400,5,1,5,4,3,11,650,4,7,9,11,11,8,5,4,0,0,0,7,9,11,11,8,5,4,0,0,0,450,-450
 n KQJT6.AK6.Q953.8 ,e A43.73.AJ72.QJ42 ,s 9.Q98542.K8.AT97 ,w 8752.JT.T64.K653 ,5,3,4,1,15,550,4,1,6,2,4,9,650,3,7,9,11,11,9,5,4,2,2,2,7,9,11,11,9,5,4,2,2,2,450,-450
 n KQ432.A2.AT97.A8 ,e AT96.T743.J.KJT4 ,s 87.KJ865.K32.Q76 ,w J5.Q9.Q8654.9532 ,5,2,4,2,17,500,7,2,5,3,3,9,850,2,7,9,10,10,10,5,4,3,3,3,7,9,10,9,10,5,4,3,3,3,430,-430
 n AJ654.KJ5.K.9642 ,e 93.97.AQT9873.Q8 ,s 87.A6.J6542.AJ53 ,w KQT2.QT8432..KT7 ,5,3,1,4,12,750,4,2,2,5,4,10,800,4,9,5,6,8,7,4,7,7,5,5,9,5,6,8,7,4,7,7,5,5,110,-110
 n KQT95.AT5.T53.K7 ,e 843.J8.KQ.AQJT98 ,s 2.K9742.AJ862.52 ,w AJ76.Q63.974.643 ,5,3,3,2,12,700,4,1,5,5,2,8,700,3,5,9,8,8,5,8,4,5,5,8,5,9,8,8,5,8,4,5,5,8,100,-100
 n Q97643.A864.A8.K ,e A82.J2.K963.JT97 ,s KT.T7.QT72.AQ852 ,w J5.KQ953.J54.643 ,6,4,2,1,13,600,5,2,2,4,5,11,650,3,9,9,7,10,10,3,4,5,3,3,9,9,7,10,10,3,4,5,3,3,430,-430
 n AKT965.2.J6.AQ94 ,e QJ7.Q76.AKT98.87 ,s 83.KJ983.53.KJT3 ,w 42.AT54.Q742.652 ,6,1,2,4,14,500,5,2,5,2,4,8,750,2,10,5,7,9,7,3,8,5,4,6,10,5,7,9,7,3,8,5,4,6,140,-140
 n AKQJ53.K72.KJ4.2 ,e 8764.4.AT65.T983 ,s T2.9653.Q832.AQ6 ,w 9.AQJT8.97.KJ754 ,6,3,3,1,17,500,5,2,4,4,3,8,850,2,3,8,7,10,7,10,3,5,2,2,3,8,7,10,10,10,3,5,2,2,100,-100
 n AQ954.QJ65.AJ7.9 ,e JT82.AT72.4.AJ86 ,s 63.K94.KQT5.7543 ,w K7.83.98632.KQT2 ,5,4,3,1,14,600,4,2,3,4,4,8,800,2,5,8,8,9,8,7,4,5,4,5,5,8,8,9,8,7,4,5,4,5,140,-140
 n QJT72.AQJ5.K643. ,e 8653.96.Q75.AJT4 ,s K9.KT743..KQ8753 ,w A4.82.AJT982.962 ,5,4,4,0,13,450,3,2,5,0,6,11,400,3,8,6,11,10,6,4,7,1,3,3,8,6,11,10,6,4,7,2,3,3,450,-450
 n AKQ84.QJ8.KQ.J52 ,e 92.AT93.T8.AQT87 ,s JT.K754.AJ9643.4 ,w 7653.62.752.K963 ,5,3,2,3,18,600,4,2,4,6,1,9,700,3,5,11,10,11,7,7,1,3,1,2,5,11,10,11,7,7,1,3,1,2,450,-450
 n AQT98753.K3.A.K6 ,e 42.J9542.J872.Q4 ,s 6.AQT6.KQT3.T987 ,w KJ.87.9654.AJ532 ,8,2,1,2,16,300,6,1,4,4,4,11,600,3,9,10,11,12,12,3,2,2,0,0,9,10,11,12,12,4,2,2,0,0,990,-990
 n AQT862..93.AKQ62 ,e 543.AT96.KT2.T95 ,s 97.KQ754.AQ.8743 ,w KJ.J832.J87654.J ,6,0,2,5,15,300,5,2,5,2,4,11,650,3,13,7,9,13,12,0,5,4,0,0,13,7,9,13,12,0,6,4,0,0,1510,-1510
 n Q9842.AKQ7..K764 ,e 75.32.KQJT83.Q53 ,s A.T5.97642.AJT98 ,w KJT63.J9864.A5.2 ,5,4,0,4,14,450,4,1,2,5,5,9,650,4,12,6,8,9,7,1,6,4,4,4,12,6,8,9,7,1,6,4,4,4,920,-920
 n AKQT94.943.QJ64. ,e 32.KJ2.AK97.AJ92 ,s J5.AQT7.T32.Q864 ,w 876.865.85.KT753 ,6,3,4,0,12,500,3,2,4,3,4,9,850,2,5,9,10,10,6,8,3,2,2,3,5,9,10,10,6,8,3,2,2,3,420,-420
 n A8652.KQ5.J73.Q9 ,e K9.842.KQT52.J73 ,s 3.AJT93.864.AT84 ,w QJT74.76.A9.K652 ,5,3,3,2,12,800,3,1,5,3,4,9,750,4,6,5,9,5,7,6,7,4,8,6,6,5,9,5,7,6,7,4,8,6,100,-100
 n QJT542.Q86.A.AJ3 ,e K96.9.JT9765.T42 ,s 8.AKT742.Q8.9865 ,w A73.J53.K432.KQ7 ,6,3,1,3,14,650,4,1,6,2,4,9,700,3,9,5,11,9,8,3,8,1,3,3,9,5,11,9,8,3,8,1,3,4,450,-450
 n AK654.9.K4.KT543 ,e 872.654.A753.AQJ ,s 93.KQJ8.QT986.86 ,w QJT.AT732.J2.972 ,5,1,2,5,13,500,5,2,4,5,2,8,750,1,8,8,6,7,7,5,5,7,6,6,7,8,6,7,7,5,5,7,6,6,90,-90
 n AQ954.A92.AT7.87 ,e K32.QJ765.K8.AT4 ,s J7.KT4.J65.KQ532 ,w T86.83.Q9432.J96 ,5,3,3,2,14,700,6,2,3,3,5,10,800,2,10,8,8,10,10,3,5,5,3,3,9,8,8,9,10,3,5,5,3,3,430,-430
 n AKQJT94.KQT6.Q.J ,e 872.87.62.987652 ,s 5.AJ953.J9753.K4 ,w 63.42.AKT84.AQT3 ,7,4,1,1,18,300,4,1,5,5,2,9,700,3,3,6,11,11,4,8,6,1,1,1,5,7,11,11,10,8,6,1,1,1,450,-450
 n AKQJ84..JT.A8654 ,e 72.QJ53.KQ84.T97 ,s .AK842.976532.J3 ,w T9653.T976.A.KQ2 ,6,0,2,5,15,400,5,0,5,6,2,8,600,3,9,9,7,9,7,3,3,6,4,6,9,9,7,9,7,2,3,6,4,6,140,-140
 n AJT94.AQ4.J.8754 ,e 8765.9832.K854.A ,s K2..Q97632.KJ962 ,w Q3.KJT765.AT.QT3 ,5,3,1,4,12,650,4,2,0,6,5,9,550,2,10,9,5,10,8,3,4,8,3,4,10,9,5,10,8,3,4,8,3,4,420,-420
 n AQ862.KT3.A43.JT ,e KJ93.J975.Q2.965 ,s T5.82.KJT965.AQ3 ,w 74.AQ64.87.K8742 ,5,3,3,2,14,700,5,2,2,6,3,10,650,3,6,10,6,8,9,7,3,7,5,3,6,10,6,8,9,7,3,7,4,3,400,-400
 n AKT762.5.Q7.A842 ,e 95.AJ42.T54.QJ65 ,s 43.KQT863.98.K97 ,w QJ8.97.AKJ632.T3 ,6,1,2,4,13,600,5,2,6,2,3,8,700,2,8,5,8,9,6,4,8,4,4,5,8,5,8,9,6,5,8,4,4,7,140,-140
 n AQ743.3.AK652.Q4 ,e 862.T84.984.K987 ,s J5.AJ952.T73.AJ3 ,w KT9.KQ76.QJ.T652 ,5,1,5,2,15,500,5,2,5,3,3,11,900,4,9,12,10,12,11,3,1,3,1,1,9,12,10,12,11,4,1,3,1,1,980,-980
 n AKQ95.T84.A852.Q ,e 62.AK72.K97.T972 ,s J7.J3.T643.AK853 ,w T843.Q965.QJ.J64 ,5,3,4,1,15,600,5,2,2,4,5,9,800,3,8,9,6,9,9,3,3,6,3,4,8,9,6,9,9,3,3,6,3,4,400,-400
 n J6542.A.A8732.A8 ,e A.9853.T96.KJ542 ,s 97.KQJT7.Q54.QT9 ,w KQT83.642.KJ.763 ,5,1,5,2,13,600,6,2,5,3,3,10,800,1,6,9,8,6,9,7,3,5,6,3,5,9,8,7,9,7,3,5,6,3,400,-400
 n QT962.KJ4.K53.K9 ,e KJ.QT985.AQ64.Q3 ,s 84.A62.J82.AT742 ,w A753.73.T97.J865 ,5,3,3,2,12,750,3,2,3,3,5,9,900,4,7,6,6,7,6,6,7,7,6,6,6,5,5,7,6,6,7,7,6,6,80,-80
